region_id,date,waste_tons
R071,2025-01-24,9.57
R074,2025-01-02,11.89
R079,2025-02-19,5.62
R012,2025-02-20,12.24
R018,2025-02-06,10.21
R024,2025-03-09,10.89
R084,2025-02-09,5.77
R041,2025-03-09,7.88
R050,2025-01-18,5.3
R073,2025-03-03,10.84
R034,2025-02-27,9.9
R067,2025-01-10,6.95
R067,2025-02-10,6.1
R036,2025-03-04,6.91
R078,2025-02-04,10.52
R039,2025-03-05,7.79
R100,2025-01-06,9.1
R086,2025-01-08,9.94
R074,2025-02-24,11.55
R017,2025-01-24,11.94
R006,2025-02-17,7.29
R093,2025-01-06,12.58
R076,2025-02-22,9.1
R012,2025-01-17,12.3
R088,2025-02-15,11.6
R067,2025-02-24,9.12
R020,2025-03-10,8.35
R024,2025-02-19,11.6
R062,2025-02-16,7.7
R073,2025-02-07,12.01
R045,2025-02-24,14.07
R055,2025-01-10,9.28
R049,2025-02-08,13.4
R032,2025-02-20,7.59
R014,2025-03-11,5.46
R034,2025-01-22,7.25
R055,2025-01-05,7.71
R019,2025-02-08,7.74
R082,2025-01-19,10.36
R066,2025-02-28,9.5
R087,2025-01-18,8.1
R053,2025-02-23,8.3
R002,2025-01-13,7.31
R029,2025-01-08,8.18
R064,2025-01-09,13.17
R079,2025-01-10,10.07
R068,2025-01-02,10.27
R079,2025-02-15,5.56
R076,2025-03-02,9.45
R042,2025-02-03,6.95
R007,2025-01-04,7.41
R087,2025-02-08,10.27
R028,2025-01-15,8.06
R091,2025-02-13,6.83
R022,2025-03-02,6.29
R056,2025-03-09,8.59
R071,2025-02-28,10.48
R023,2025-01-26,11.91
R074,2025-02-27,8.74
R052,2025-02-18,9.29
R040,2025-01-20,7.35
R012,2025-03-11,9.21
R008,2025-01-11,11.49
R062,2025-02-25,6.26
R003,2025-01-02,6.74
R083,2025-02-07,9.83
R038,2025-01-16,10.5
R083,2025-01-19,7.22
R020,2025-02-17,8.15
R053,2025-02-04,11.3
R078,2025-02-14,11.61
R099,2025-01-01,7.81
R033,2025-01-27,7.35
R048,2025-02-02,8.06
R090,2025-02-04,9.0
R055,2025-01-29,7.75
R017,2025-01-19,12.46
R033,2025-01-18,9.15
R088,2025-01-16,10.21
R013,2025-01-05,10.35
R026,2025-02-07,11.89
R057,2025-01-19,12.05
R076,2025-01-10,11.84
R008,2025-03-02,12.79
R080,2025-01-13,10.06
R007,2025-02-09,5.94
R029,2025-03-01,8.99
R067,2025-01-30,7.92
R092,2025-01-24,10.16
R014,2025-02-08,8.05
R053,2025-03-02,10.6
R020,2025-01-07,8.67
R087,2025-02-03,9.07
R008,2025-02-12,8.53
R047,2025-02-12,8.75
R067,2025-01-16,7.34
R027,2025-01-10,8.51
R094,2025-01-23,11.03
R089,2025-01-14,9.03
R080,2025-02-08,8.51
R078,2025-01-18,9.74
R023,2025-03-04,10.71
R032,2025-03-10,8.47
R010,2025-01-10,12.47
R098,2025-03-02,7.11
R055,2025-02-20,10.54
R069,2025-03-01,9.3
R090,2025-01-22,11.73
R016,2025-01-21,6.37
R003,2025-01-16,12.54
R033,2025-02-25,8.86
R087,2025-01-05,9.24
R016,2025-02-09,4.92
R043,2025-01-01,5.82
R085,2025-02-04,7.54
R014,2025-01-21,3.64
R042,2025-02-09,10.09
R065,2025-01-08,5.25
R092,2025-02-16,11.26
R047,2025-01-28,12.11
R091,2025-02-20,8.98
R075,2025-01-04,7.34
R087,2025-01-20,9.21
R094,2025-01-08,13.09
R025,2025-01-19,11.79
R095,2025-01-01,9.05
R100,2025-01-30,14.36
R086,2025-01-23,9.5
R055,2025-02-21,8.29
R092,2025-01-02,8.78
R091,2025-03-03,10.73
R015,2025-01-06,7.82
R027,2025-01-02,9.99
R009,2025-01-28,10.53
R096,2025-01-25,6.27
R081,2025-01-05,11.3
R091,2025-03-08,8.68
R100,2025-01-26,6.23
R064,2025-01-18,11.38
R080,2025-01-20,9.23
R051,2025-02-27,11.27
R020,2025-03-07,11.48
R004,2025-02-24,14.51
R051,2025-02-17,10.39
R071,2025-03-01,11.14
R092,2025-01-14,12.27
R071,2025-01-26,11.51
R056,2025-01-15,9.15
R083,2025-03-06,8.96
R035,2025-01-21,8.67
R073,2025-01-10,10.53
R054,2025-01-02,10.08
R004,2025-02-06,12.5
R023,2025-02-24,8.02
R098,2025-01-15,5.5
R068,2025-01-28,6.76
R014,2025-01-14,8.61
R062,2025-02-09,6.84
R010,2025-02-09,13.79
R052,2025-02-04,7.52
R028,2025-01-21,5.9
R070,2025-02-04,9.64
R057,2025-02-08,10.11
R039,2025-02-06,6.92
R038,2025-01-02,11.24
R026,2025-02-01,7.47
R044,2025-01-04,10.21
R033,2025-03-09,7.28
R060,2025-02-06,11.96
R053,2025-02-20,11.66
R010,2025-02-27,10.11
R009,2025-02-22,9.64
R046,2025-02-20,4.8
R033,2025-01-28,4.58
R096,2025-03-01,7.66
R093,2025-01-27,9.46
R028,2025-01-09,7.12
R064,2025-01-02,11.11
R004,2025-02-18,12.35
R042,2025-02-24,10.47
R041,2025-01-23,9.99
R048,2025-02-19,6.7
R051,2025-01-26,11.85
R033,2025-02-15,8.04
R007,2025-03-06,10.14
R032,2025-02-11,8.49
R062,2025-02-17,7.72
R037,2025-02-05,6.2
R001,2025-01-08,8.23
R053,2025-01-18,10.41
R085,2025-02-16,9.19
R035,2025-02-16,9.79
R026,2025-03-06,10.26
R033,2025-02-04,8.08
R015,2025-02-01,5.51
R096,2025-01-18,10.23
R016,2025-01-18,8.0
R029,2025-02-01,6.88
R057,2025-02-20,10.61
R071,2025-03-03,11.56
R056,2025-01-18,8.18
R090,2025-01-09,13.3
R044,2025-02-08,13.18
R012,2025-01-12,13.22
R098,2025-01-05,7.05
R025,2025-03-11,7.04
R040,2025-03-03,7.54
R016,2025-02-11,9.85
R069,2025-02-27,9.78
R086,2025-01-06,10.35
R082,2025-01-03,9.44
R038,2025-01-19,12.67
R100,2025-03-05,10.67
R033,2025-02-20,7.17
R025,2025-02-17,12.85
R009,2025-02-20,6.43
R005,2025-03-05,10.06
R078,2025-03-04,9.11
R054,2025-02-10,12.27
R046,2025-03-07,6.57
R002,2025-01-28,6.7
R063,2025-02-09,8.18
R022,2025-03-09,5.18
R052,2025-01-19,7.68
R053,2025-01-09,12.41
R088,2025-02-10,10.82
R022,2025-02-17,7.62
R088,2025-03-04,8.87
R053,2025-01-30,12.0
R030,2025-03-02,5.45
R009,2025-01-13,6.02
R091,2025-02-26,9.6
R083,2025-03-08,9.58
R044,2025-02-22,11.68
R069,2025-02-04,9.2
R073,2025-01-18,9.86
R065,2025-02-10,6.73
R084,2025-01-31,10.46
R006,2025-01-21,7.23
R028,2025-02-18,7.1
R071,2025-02-06,9.43
R087,2025-01-17,9.74
R053,2025-01-31,12.48
R053,2025-01-13,12.81
R034,2025-02-21,11.61
R063,2025-01-03,9.29
R091,2025-01-03,8.61
R054,2025-01-28,9.83
R081,2025-03-02,10.31
R069,2025-02-18,8.26
R070,2025-01-11,5.17
R017,2025-02-21,12.85
R065,2025-03-03,7.85
R021,2025-01-23,10.11
R090,2025-02-14,9.0
R088,2025-03-05,8.27
R066,2025-02-02,10.72
R013,2025-02-04,7.07
R033,2025-02-27,9.11
R038,2025-02-23,12.02
R087,2025-02-09,5.95
R013,2025-01-01,8.23
R009,2025-01-22,9.92
R003,2025-03-06,12.98
R024,2025-02-01,13.51
R029,2025-02-24,7.69
R047,2025-02-03,7.87
R062,2025-02-01,5.86
R013,2025-03-07,9.55
R010,2025-01-02,12.93
R071,2025-02-19,9.64
R072,2025-01-06,7.7
R029,2025-01-15,6.95
R003,2025-01-23,11.91
R069,2025-01-03,5.99
R090,2025-02-22,10.37
R064,2025-01-29,11.43
R013,2025-02-05,6.56
R021,2025-02-01,8.35
R085,2025-01-11,10.35
R077,2025-03-06,13.91
R041,2025-02-26,10.89
R027,2025-02-11,9.09
R038,2025-03-11,11.9
R049,2025-01-25,11.44
R092,2025-02-21,12.14
R082,2025-02-08,11.17
R048,2025-02-11,7.05
R082,2025-02-21,10.74
R076,2025-01-03,12.71
R070,2025-02-05,4.96
R030,2025-03-08,9.54
R029,2025-02-13,9.17
R008,2025-02-26,8.5
R021,2025-02-19,8.65
R070,2025-01-05,7.64
R038,2025-01-21,9.91
R028,2025-01-11,6.35
R079,2025-02-18,6.61
R040,2025-01-28,8.59
R027,2025-03-07,9.35
R097,2025-02-15,10.63
R030,2025-03-09,7.63
R087,2025-03-03,12.43
R090,2025-02-21,8.76
R012,2025-03-08,10.82
R050,2025-02-11,8.43
R080,2025-02-02,10.18
R032,2025-01-02,6.08
R086,2025-03-01,7.79
R086,2025-01-05,10.43
R006,2025-02-18,6.42
R029,2025-02-20,7.39
R097,2025-01-03,5.99
R019,2025-01-24,8.65
R084,2025-01-21,8.55
R073,2025-03-07,12.63
R061,2025-02-26,8.91
R027,2025-01-17,9.44
R015,2025-02-09,6.3
R019,2025-03-08,10.46
R062,2025-02-18,8.97
R007,2025-02-25,11.86
R041,2025-01-11,6.01
R075,2025-03-05,7.47
R024,2025-02-11,12.77
R093,2025-02-21,8.77
R086,2025-01-27,7.75
R037,2025-01-09,5.78
R018,2025-01-17,12.31
R065,2025-02-25,9.9
R083,2025-03-07,10.13
R071,2025-02-25,12.45
R013,2025-01-28,4.79
R043,2025-02-04,8.37
R008,2025-02-21,11.02
R017,2025-01-13,14.2
R097,2025-03-04,7.36
R049,2025-01-31,11.42
R072,2025-02-22,10.4
R043,2025-01-23,8.3
R060,2025-01-26,12.09
R047,2025-02-09,11.67
R065,2025-02-21,6.75
R099,2025-02-22,9.0
R037,2025-03-05,7.1
R041,2025-01-14,6.67
R078,2025-01-31,9.38
R087,2025-02-10,6.91
R052,2025-01-17,9.42
R078,2025-01-14,12.57
R086,2025-01-02,6.09
R038,2025-02-10,10.47
R095,2025-01-30,6.88
R069,2025-01-19,6.71
R016,2025-01-31,7.87
R062,2025-01-14,5.36
R030,2025-02-25,9.96
R036,2025-01-03,6.83
R029,2025-03-05,6.19
R077,2025-02-16,13.13
R004,2025-01-17,15.02
R015,2025-02-03,9.68
R028,2025-02-09,7.34
R071,2025-01-21,9.66
R021,2025-01-05,9.54
R032,2025-01-10,6.58
R010,2025-03-09,11.77
R017,2025-01-05,10.96
R056,2025-02-15,7.73
R026,2025-01-29,7.23
R064,2025-02-10,9.52
R038,2025-02-14,12.53
R050,2025-03-01,8.01
R015,2025-02-27,5.71
R033,2025-01-17,5.08
R067,2025-02-21,7.58
R099,2025-03-02,8.99
R005,2025-02-03,12.1
R038,2025-03-01,11.33
R033,2025-02-11,4.8
R072,2025-02-04,7.62
R037,2025-01-28,7.7
R031,2025-03-01,9.33
R045,2025-02-27,12.79
R084,2025-01-04,8.25
R057,2025-02-17,11.28
R021,2025-01-29,9.81
R071,2025-02-22,12.01
R037,2025-01-01,8.37
R081,2025-02-01,12.6
R074,2025-02-20,10.43
R007,2025-01-29,7.35
R069,2025-02-24,8.25
R019,2025-01-25,9.6
R054,2025-01-18,10.49
R006,2025-01-12,9.5
R081,2025-02-04,12.49
R080,2025-02-13,12.43
R036,2025-01-11,5.98
R001,2025-01-23,11.58
R030,2025-02-06,10.58
R024,2025-02-13,10.75
R011,2025-01-03,7.32
R098,2025-03-03,8.21
R040,2025-01-14,11.73
R020,2025-02-16,9.9
R082,2025-01-15,7.94
R036,2025-01-19,5.62
R054,2025-02-14,10.52
R034,2025-01-16,9.5
R007,2025-02-10,8.68
R060,2025-02-23,7.24
R059,2025-01-23,8.63
R022,2025-01-17,4.44
R053,2025-02-08,9.32
R005,2025-01-03,7.67
R062,2025-02-08,6.98
R051,2025-02-07,7.34
R071,2025-01-03,12.61
R037,2025-03-03,9.22
R020,2025-02-08,8.22
R091,2025-01-06,5.94
R067,2025-03-07,6.37
R009,2025-02-07,9.0
R063,2025-01-12,8.06
R082,2025-01-11,8.5
R100,2025-02-18,9.04
R095,2025-01-10,7.72
R093,2025-01-05,9.34
R050,2025-02-08,8.57
R064,2025-02-17,11.07
R043,2025-02-20,7.55
R089,2025-03-02,10.83
R037,2025-01-25,8.0
R093,2025-01-12,11.51
R074,2025-01-05,12.99
R059,2025-01-07,8.05
R057,2025-03-10,7.93
R097,2025-02-11,7.56
R010,2025-02-25,9.29
R068,2025-01-24,10.07
R047,2025-01-24,11.48
R096,2025-01-23,6.0
R059,2025-01-24,7.44
R041,2025-02-07,7.79
R053,2025-02-27,14.14
R058,2025-02-20,4.45
R032,2025-03-02,5.72
R073,2025-03-01,12.75
R034,2025-01-11,7.96
R008,2025-02-01,10.2
R008,2025-02-02,10.33
R078,2025-03-10,7.52
R081,2025-01-29,10.45
R094,2025-02-04,9.36
R076,2025-01-20,9.49
R012,2025-01-11,11.01
R084,2025-02-21,4.52
R068,2025-02-08,10.96
R010,2025-01-22,11.75
R081,2025-01-30,9.11
R032,2025-01-27,10.75
R006,2025-01-20,8.44
R066,2025-01-26,12.15
R061,2025-01-15,8.6
R006,2025-01-28,4.88
R071,2025-01-04,11.01
R032,2025-02-16,4.52
R076,2025-03-09,11.25
R024,2025-01-04,9.59
R090,2025-02-15,12.27
R052,2025-03-04,9.61
R014,2025-02-22,5.81
R096,2025-02-19,7.65
R094,2025-02-21,14.85
R093,2025-01-04,11.19
R006,2025-01-10,6.77
R055,2025-03-01,5.36
R067,2025-02-19,7.53
R018,2025-02-26,12.36
R077,2025-02-05,11.45
R053,2025-02-24,10.8
R093,2025-02-20,9.9
R037,2025-02-17,8.17
R049,2025-03-05,9.61
R030,2025-01-08,8.39
R012,2025-01-03,8.28
R092,2025-02-28,11.92
R051,2025-03-04,10.66
R095,2025-02-08,9.48
R092,2025-01-22,7.54
R024,2025-03-06,12.21
R006,2025-01-16,5.62
R066,2025-02-01,10.46
R065,2025-02-05,6.43
R062,2025-02-27,5.81
R003,2025-01-08,10.08
R088,2025-02-23,8.24
R045,2025-01-09,9.24
R079,2025-02-25,6.97
R006,2025-02-27,8.74
R094,2025-01-10,13.33
R050,2025-01-27,6.92
R060,2025-02-22,7.52
